THEME,TITLE,ARTIST,YEAR,SPOTIFY_URL
Sex,(Love Is Like a) Heat Wave,Martha and the Vandellas,1963,http://open.spotify.com/track/1qCbiWAHRybIDOfdkzOK7e
Sex,Nude Photo,Rhythim Is Rhythim,1987,
Sex,Inside My Love,Minnie Riperton,1975,http://open.spotify.com/track/3oxLJ747VFQTlAdrVMpznH
Sex,Honky Tonk Women,The Rolling Stones,1969,http://open.spotify.com/track/0KoKNKBkQaAulzTJ5WLV6I
Sex,Let’s Spend the Night Together,The Rolling Stones,1967,http://open.spotify.com/track/2Zko8gc25EbLJ7GCWAaB6E
Sex,Wet Dream,Max Romeo,1968,http://open.spotify.com/track/2vV6qYsr3GAtejs2hE1dV3
Sex,Love Child,Diana Ross and the Supremes,1968,http://open.spotify.com/track/2OukOzuIXcJFz9apg4gSuM
Sex,In Every Dream Home a Heartache,Roxy Music,1973,http://open.spotify.com/track/3Wkho6tesTh4aF80T6evqH
Sex,"Hold On, I’m Comin’",Sam and Dave,1966,http://open.spotify.com/track/6PgVDY8GTkxF3GmhVGPzoB
Sex,Give Him a Great Big Kiss,Shangri-Las,1965,http://open.spotify.com/track/5eByLONVak5rrPBnS29nWn
Sex,Some Velvet Morning,Nancy Sinatra and Lee Hazlewood,1967,http://open.spotify.com/track/2X89x2pEAeDgSIK3ag1jHU
Sex,Rene,Small Faces,1968,
Sex,Reel Around the Fountain,The Smiths,1984,
Sex,Empty Bed Blues,Bessie Smith,1928,http://open.spotify.com/track/3WJNDpUfN9RiWbVNSXteoD
Sex,Between the Bars,Elliott Smith,1997,http://open.spotify.com/track/6UgmVIVyznBDdkpqkKyc1O
Sex,Wreck a Buddy,Soul Sisters,1969,http://open.spotify.com/track/5y8N3Wr5bLv40PdFK3oC54
Sex,… Baby One More Time,Britney Spears,1998,http://open.spotify.com/track/52SrRaRC2SlJ2dno1flkg2
Sex,I’m On Fire,Bruce Springsteen,1985,http://open.spotify.com/track/0BDQUifzYaoHojBcnqwH7U
Sex,Da Ya Think I’m Sexy,Rod Stewart,1978,http://open.spotify.com/track/42GthmiW6mIvcyaJHdMk30
Sex,I Wanna Be Your Dog,The Stooges,1969,http://open.spotify.com/track/6clhKRH03Y0FWMTW3R1pHq
Sex,Guilty,Barbra Streisand and Barry Gibb,1981,http://open.spotify.com/track/60mGckXEG1EzR4VmjYLfEW
Sex,Animal Nitrate,Suede,1993,http://open.spotify.com/track/5MQ5IbHbvjVvbKGXuwpu0b
Sex,The Drowners,Suede,1992,http://open.spotify.com/track/05eSuaEKkmlvf0svK1QW1v
Sex,Love to Love You Baby,Donna Summer,1975,http://open.spotify.com/track/3XlWYam3ILQ9txcjjjJixQ
Sex,Wild Thing,Tone Loc,1989,http://open.spotify.com/track/14xYQ6TjnKfEeAGl4C38oq
Sex,Get It On,T Rex,1971,http://open.spotify.com/track/53sjKpBzCxzmkQIaB0Sbq3
Sex,Wild Thing,The Troggs,1966,http://open.spotify.com/track/12PKavTaqOLlyC7tRWO4dw
Sex,Red Light Special,TLC,1994,http://open.spotify.com/track/2p4kivh3HWz9TiyIuFuzlY
Sex,"Shake, Rattle and Roll",Big Joe Turner,1954,http://open.spotify.com/track/7aLoa1F3EoM8AeC6Ao1RKz
Sex,Oops (Oh My),Tweet,2002,
Sex,Desire,U2,1988,http://open.spotify.com/track/3caWBz55YTpETVOJvHBI6C
Sex,Turning Japanese,The Vapors,1980,http://open.spotify.com/track/30cHDhxUqgnHq78hv5UjMx
Sex,Venus in Furs,The Velvet Underground,1967,http://open.spotify.com/track/3BS0Y8iDtIK5SDvXpxUN17
Sex,Pictures of Lily,The Who,1967,http://open.spotify.com/track/7mUd2EEqieY6tcAdEzzuWs
Politics and protest,Me and Giuliani Down By the Schoolyard (A True Story),!!!,2003,
Politics and protest,Another World,Antony and the Johnsons,2008,http://open.spotify.com/track/4ys9lQG6FGs7ikCGtRCSDt
Politics and protest,Windowsill,Arcade Fire,2007,http://open.spotify.com/track/4qkqZdYBTa5B5f6ppIXu37
Politics and protest,(What Did I Do To Be So) Black And Blue,Louis Armstrong,1929,http://open.spotify.com/track/7ogRU94YDmyoE1MkMbrddk
Politics and protest,Stand Up for Judas,Roy Bailey,1979,
Politics and protest,A Day in the Life of a Tree,The Beach Boys,1971,http://open.spotify.com/track/69PvvnBElTbIFHVt9ue58Q
Politics and protest,I Was Born This Way,Carl Bean,1977,
Politics and protest,Stand Down Margaret,The Beat,1980,http://open.spotify.com/track/3Yhr8WrFPnwBFwxhFLUwzh
Politics and protest,I Am the Walrus,The Beatles,1967,
Politics and protest,Revolution,The Beatles,1968,
Politics and protest,War Pigs,Black Sabbath,1971,http://open.spotify.com/track/1V0mETNS6mfKRtihAMTtxy
Politics and protest,Melting Point,Blue Mink,1969,
Politics and protest,Cop Killer,Body Count,1992,
Politics and protest,And the Band Played Waltzing Matilda,Eric Bogle,1971,http://open.spotify.com/track/2bcpK9QU6cJW5PlEVQfBd5
Politics and protest,Stop the Violence,Boogie Down Productions,1988,
Politics and protest,When the President Talks to God,Bright Eyes,2005,http://open.spotify.com/track/1ScpEIsS1pVNXWafHc3tat
Politics and protest,Smalltown Boy,Bronski Beat,1984,http://open.spotify.com/track/1nz1xzqPN4xYZtR4zgiLxt
Politics and protest,Between the Wars,Billy Bragg,1985,
Politics and protest,Say It Loud – I’m Black and I’m Proud,James Brown,1968,http://open.spotify.com/track/6SP5GXlyb0yiCCMODUjeFb
Politics and protest,Slavery Days,Burning Spear,1975,http://open.spotify.com/track/1YiCnD7YmmCXWLregZmdoM
Politics and protest,Army Dreamers,Kate Bush,1980,http://open.spotify.com/track/2duFyIqY9RHzOMruitwPkq
Politics and protest,The Sun Is Burning,Ian Campbell Folk Group,1964,
Politics and protest,Company Policy,Martin Carthy,1988,
Politics and protest,Rainin’ in Paradize,Manu Chao,2007,http://open.spotify.com/track/66gj35rWhKtwzTt4603exF
Politics and protest,Straight to Hell,The Clash,1982,http://open.spotify.com/track/7mjrA5T6KQ4sb0qSgUu5nJ
Politics and protest,White Riot,The Clash,1977,http://open.spotify.com/track/40t0GuTTYhobrOijf3PfEP
Politics and protest,Running the World,Jarvis Cocker,2006,http://open.spotify.com/track/3vHqlBYlLgog7dOJn8K0Tu
Politics and protest,Alabama,John Coltrane,1963,http://open.spotify.com/track/3uY3z9cO4sR256VTPpe4Kk
Politics and protest,A Change Is Gonna Come,Sam Cooke,1964,http://open.spotify.com/track/7aXPwuC5qjhT0ddjHqe64o
Politics and protest,All the Blowing-Themselves-Up Motherfuckers (Will Realise the Minute They Die That They Were Suckers),Julian Cope,2008,
Politics and protest,Tramp the Dirt Down,Elvis Costello,1989,http://open.spotify.com/track/2pvGHaskdT2ZrKlXCVr03g
Politics and protest,Brother Can You Spare a Dime?,Bing Crosby,1932,http://open.spotify.com/track/2Ei1sEtJU0ENRvk3sKZx0X
Politics and protest,Ohio,"Crosby, Stills, Nash and Young",1970,http://open.spotify.com/track/0eFqH9smOTiNNecXMpFIi2
Politics and protest,Thou Shalt Always Kill,Dan Le Sac vs Scroobius Pip,2007,http://open.spotify.com/track/2dG4zJhjTK9BkcQQTM9A57
Politics and protest,California Über Alles,Dead Kennedys,1979,http://open.spotify.com/track/5szJ8SMwQVEvvdk65w6M6g
Politics and protest,16 Military Wives,The Decemberists,2005,http://open.spotify.com/track/5apLxy6Ko3gkOw8YtavIoe
Politics and protest,Television: The Drug of the Nation,The Disposable Heroes of Hiphoprisy,1991,http://open.spotify.com/track/4ktMrTwZD42cZThzZlHcgT
Politics and protest,Not Ready to Make Nice,Dixie Chicks,2006,http://open.spotify.com/track/65SgC0WRidtEYjWp4wwBDs
Politics and protest,Hurricane,Bob Dylan,1975,http://open.spotify.com/track/6ZRnk0vJtbgbReepK6m469
Politics and protest,Maggie’s Farm,Bob Dylan,1965,http://open.spotify.com/track/594Kh8VcfpZgFqeWrtlNnP
Politics and protest,Masters of War,Bob Dylan,1963,http://open.spotify.com/track/56inmm09BxbQvjZfSexaSM
Politics and protest,The Times They Are a-Changin’,Bob Dylan,1964,http://open.spotify.com/track/2zlP1bRIxUiEjApkELiGYd
Politics and protest,When the Ship Comes In,Bob Dylan,1964,http://open.spotify.com/track/0ILmjZkTZsPKjsZaEPmatw
Politics and protest,John Walker’s Blues,Steve Earle,2002,
Politics and protest,Role Model,Eminem,1999,http://open.spotify.com/track/3mUVtVZZJXmjZTUBvfQ4ik
Politics and protest,We Care a Lot,Faith No More,1985,http://open.spotify.com/track/2bg3JPk02VNXWxEnrWHbSL
Politics and protest,Two Tribes,Frankie Goes To Hollywood,1984,
Politics and protest,Respect,Aretha Franklin,1967,http://open.spotify.com/track/3OYh9wHWqWD6bpmO3WQNlM
Politics and protest,I Fought the Law,Bobby Fuller Four,1965,http://open.spotify.com/track/6Um3XCAxl9YfFmAnGl93xc
Politics and protest,Víctor Jara of Chile,Dick Gaughan,1985,
Politics and protest,Mercy Mercy Me (The Ecology),Marvin Gaye,1971,http://open.spotify.com/track/72rvx9ydiRGPjvE9Hy1Fi5
Politics and protest,What’s Going On?,Marvin Gaye,1971,http://open.spotify.com/track/42PyxnviKRfOa8z39g8aZj
Politics and protest,The Message,Grandmaster Flash and the Furious Five,1982,http://open.spotify.com/track/5DuTNKFEjJIySAyJH1yNDU
Politics and protest,Just Say No,Cast of Grange Hill,1986,
Politics and protest,American Idiot,Green Day,2004,http://open.spotify.com/track/6nTiIhLmQ3FWhvrGafw2zj
Politics and protest,This Land Is Your Land,Woody Guthrie,1944,http://open.spotify.com/track/7CNaYAdLyi86kofGafReiT
Politics and protest,Okie from Muskogee,Merle Haggard,1969,http://open.spotify.com/track/1BlR9w48cl5fBtebabidTM
Politics and protest,On the Blanket,Mick Hanly with Christy Moore,1980,
Politics and protest,19,Paul Hardcastle,1985,http://open.spotify.com/track/1xZchmfxPkalmqr9i0E138
Politics and protest,The Star-Spangled Banner,Jimi Hendrix,1969,http://open.spotify.com/track/5l3d4azo71WotmWhRc1zqM
Politics and protest,(We Don’t Need) This Fascist Groove Thang,Heaven 17,1981,http://open.spotify.com/track/05cKish3faAXVGK3B4wcwl
Politics and protest,Strange Fruit,Billie Holliday,1939,http://open.spotify.com/track/67q3zVsJsPRks4k0eomEWy
Politics and protest,Check Out Your Mind,The Impressions,1970,http://open.spotify.com/track/112ofK4eq7gS0gRqNNxQMM
Politics and protest,People Get Ready,The Impressions,1965,http://open.spotify.com/track/1MlXd4giftxXZgeMItb3PQ
Politics and protest,The Eton Rifles,The Jam,1979,http://open.spotify.com/track/3Q1p4GBjyj6n54oFBCicwB
Politics and protest,Going Underground,The Jam,1980,http://open.spotify.com/track/0hhikHUpfUlMBRD2gSf0mu
Politics and protest,The “Fish” Cheer/I-Feel-Like-I’m-Fixin’-to-Die Rag,Country Joe and the Fish,1967,
Politics and protest,The Village Green Preservation Society,The Kinks,1968,
Politics and protest,Zombie,Fela Kuti,1977,http://open.spotify.com/track/0tOqZJsRP90T91Jx4pzAjB
Politics and protest,The Proud,Talib Kweli,2002,http://open.spotify.com/track/5TrG4AXuPoVnw7QQnira5J
Politics and protest,The Bourgeois Blues,Leadbelly,1938,http://open.spotify.com/track/4gMvW0NSjknhTQOsIIFIkQ
Politics and protest,Give Peace a Chance,John Lennon,1969,
Politics and protest,The Ballad of Sharpeville,Ewan MacColl,1960,
Politics and protest,Eve of Destruction,Barry McGuire,1965,http://open.spotify.com/track/56PQfk2z3WaHJFTaz17kBo
Politics and protest,Material Girl,Madonna,1985,http://open.spotify.com/track/37HSCAcjOpQ31XRoeMCa60
Politics and protest,Suicide Is Painless (Theme from M*A*S*H),Johnny Mandel,1970,
Politics and protest,Redemption Song,Bob Marley,1980,http://open.spotify.com/track/0RiNfhn21ykBakicd7igLK
Politics and protest,Zimbabwe,Bob Marley and the Wailers,1979,http://open.spotify.com/track/3saDCpULymKQcyY8Ia0ULi
Politics and protest,Kick Out the Jams,MC5,1968,http://open.spotify.com/track/3MVHpVZrmLyxvWFeN9fooF
Politics and protest,Big Yellow Taxi,Joni Mitchell,1970,http://open.spotify.com/track/3DYrWKfm5gYCqXyH608Lmd
Politics and protest,Trouble Every Day,The Mothers of Invention,1966,
Politics and protest,Police and Thieves,Junior Murvin,1976,http://open.spotify.com/track/3cnvTMZRhkbzea0KC4Y4We
Politics and protest,Short People,Randy Newman,1977,http://open.spotify.com/track/6emIUUgOV0lPgUYbJ1RZ7I
Politics and protest,Fuck tha Police,NWA,1988,http://open.spotify.com/track/5Fdj7YRwgfP6HcIK0e8NP1
Politics and protest,I Ain’t Marching Anymore,Phil Ochs,1965,http://open.spotify.com/track/1IA8LarhcLMkwsI7wP0QQl
Politics and protest,Monkey Gone to Heaven,Pixies,1989,http://open.spotify.com/track/2VX2QRAGKPyqMZU8cFZ3Ib
Politics and protest,Streets of Sorrow/Birmingham Six,The Pogues,1988,http://open.spotify.com/track/2k4Gltjyhvfe9yCHN99tyD
Politics and protest,In the Ghetto,Elvis Presley,1969,http://open.spotify.com/track/7na7MmpePvl0nErQIQteBG
Politics and protest,Come Together,Primal Scream,1990,http://open.spotify.com/track/47VwP5BLMrkHLNX7Dx4f8L
Politics and protest,Sign o’ the Times,Prince,1987,http://open.spotify.com/track/4Yenz5JZZOUiZSeyKY8bDz
Politics and protest,Sam Stone,John Prine,1971,
Politics and protest,Bring the Noise,Public Enemy,1987,http://open.spotify.com/track/7Lc8L0BZVmxKT57OhQQesA
Politics and protest,Fight the Power,Public Enemy,1989,http://open.spotify.com/track/3WsrkrLMD8vWmz5RyD6n9e
Politics and protest,Killing in the Name,Rage Against the Machine,1992,http://open.spotify.com/track/2bzT8XRcAaQ3IZdrT6RogY
Politics and protest,How Can a Poor Man Stand Such Times and Live?,Blind Alfred Reed,1929,http://open.spotify.com/track/0kKl93KcM7R4qtU7wp4ake
Politics and protest,Fall On Me ,REM,1986,http://open.spotify.com/track/3HiNG3o66L2FbsM8Y7Sg6D
Politics and protest,Glad to Be Gay,Tom Robinson,1978,http://open.spotify.com/track/15mRglwFDmZEF5D0HfsiaQ
Politics and protest,Street Fighting Man,The Rolling Stones,1968,http://open.spotify.com/track/7eZ2NUG1G7SKssQqt4uRcy
Politics and protest,I’m Coming Out,Diana Ross,1980,http://open.spotify.com/track/0ew27xRdxSexrWbODuLfeE
Politics and protest,Now That The Buffalo's Gone,Buffy Sainte-Marie,1964,http://open.spotify.com/track/6yacBc7zjbSG2ebrwtLhtJ
Politics and protest,Days of Fire,Nitin Sawhney,2008,
Politics and protest,Whitey On the Moon,Gil Scott-Heron,1970,http://open.spotify.com/track/0Ko176OJTtK3ubUtzdXINI
Politics and protest,We Shall Overcome,Pete Seeger,1963,http://open.spotify.com/track/4LLjj2lFgaSWsHw7uWDqDj
Politics and protest,I’m Gonna Be an Engineer,Peggy Seeger,1973,http://open.spotify.com/track/1bXhsrCeznTkbigKIqVIQq
Politics and protest,Anarchy in the UK,Sex Pistols,1976,http://open.spotify.com/track/7KwdlMKVUyMsyrL523djBl
Politics and protest,God Save the Queen,Sex Pistols,1977,http://open.spotify.com/track/7mkLlx81e3LaCrPVZYOBCT
Politics and protest,If the Kids Are United,Sham 69,1977,http://open.spotify.com/track/2ZybCRD7fboSUv7HkXyjuN
Politics and protest,The Internationale,Sheffield Socialist Choir,1992,
Politics and protest,"To Be Young, Gifted and Black",Nina Simone,1970,http://open.spotify.com/track/3btkTbTgRXJjVSwSC3RHZe
Politics and protest,"Don’t Call Me Nigger, Whitey",Sly and the Family Stone,1969,http://open.spotify.com/track/2go5vzzDZP7KBrjQXK4KLr
Politics and protest,Swimsuit Issue,Sonic Youth,1992,http://open.spotify.com/track/0imXml1hX6wo9xGfCV6n8M
Politics and protest,Revolution,Spacemen 3,1989,
Politics and protest,Ghost Town,The Specials,1981,http://open.spotify.com/track/7iOA86nwA7RF3GwMa93H0v
Politics and protest,Free Nelson Mandela,The Special AKA,1984,http://open.spotify.com/track/57mY4qUaUegA3jvoyoz7oT
Politics and protest,American Skin (41 Shots),Bruce Springsteen and the E Street Band,2000,http://open.spotify.com/track/541WSNfHqYIzq61XXWQJJl
Politics and protest,Born in the USA,Bruce Springsteen,1984,http://open.spotify.com/track/36b2xkXNJKRCWeUrsC3jyQ
Politics and protest,War,Edwin Starr,1970,http://open.spotify.com/track/0cs3dkKsYJwdauvRRJaCOm
Politics and protest,Monster,Steppenwolf,1969,http://open.spotify.com/track/5gN9AKEIJgccrIBBMCKs68
Politics and protest,Suspect Device,Stiff Little Fingers,1978,http://open.spotify.com/track/7Ig7b1MJJKbNyTxLU6u9rZ
Politics and protest,The Man Don’t Give a Fuck,Super Furry Animals,1996,http://open.spotify.com/track/00QZGqUswem6nUiqAKs6Po
Politics and protest,Long Walk to DC,The Staple Singers,1968,http://open.spotify.com/track/7yDbI673oElwJy891HuBHZ
Politics and protest,Peace Train,Cat Stevens,1971,http://open.spotify.com/track/0kPj8oXqC8iz8AYJc3UUka
Politics and protest,The Killing of Georgie (Part I and II),Rod Stewart,1976,http://open.spotify.com/track/1VcmUcqIu77SOnRjAvbFTc
Politics and protest,BYOB,System Of A Down,2005,http://open.spotify.com/track/5b5R8oiVflR4vW9sFc8q3W
Politics and protest,Dad’s Gonna Kill Me,Richard Thompson,2007,http://open.spotify.com/track/65fzTuQr4DhjQATlRq0u8Q
Politics and protest,Legalize It,Peter Tosh,1976,http://open.spotify.com/track/3j4f5c97RD6GxVeUySXyUd
Politics and protest,Keep Ya Head Up,Tupac,1993,http://open.spotify.com/track/73hn54pVkteT7E2CrdAlvU
Politics and protest,Sunday Bloody Sunday,U2,1983,http://open.spotify.com/track/7JLEWweiny60arxyKTKIwl
Politics and protest,We Are the World,USA for Africa,1985,
Politics and protest,"Get Up, Stand Up",The Wailers,1973,http://open.spotify.com/track/4xAMYRrgL5JaaR57g2cPrS
Politics and protest,The Day After Tomorrow,Tom Waits,2004,http://open.spotify.com/track/6ipRDQPnSMst9V3wVQjVGg
Politics and protest,The Old Man’s Back Again (Dedicated to the Neo-Stalinist Regime),Scott Walker,1969,http://open.spotify.com/track/23LS90srRC3n86OWgUBUQx
Politics and protest,Wham Rap! (Enjoy What You Do),Wham!,1982,http://open.spotify.com/track/0kA7p1R4Cx6CMpUG4tPKfI
Politics and protest,My Generation,The Who,1965,http://open.spotify.com/track/4kxrawSkeAoJiASQArwqYO
Politics and protest,You Haven’t Done Nothin’,Stevie Wonder,1974,http://open.spotify.com/track/6iNsJeA9xAbfiGAOzsI93H
Politics and protest,The Cottager’s Reply,Chris Wood,2008,
Politics and protest,Asbestos Lead Asbestos,World Domination Enterprises,1985,
Politics and protest,Shipbuilding,Robert Wyatt,1982,
Politics and protest,Harrowdown Hill,Thom Yorke,2006,http://open.spotify.com/track/2C3xIudHEjCIS5KT4JuM0b
Politics and protest,Rockin’ in the Free World,Neil Young,1989,http://open.spotify.com/track/66DoazlvE7LmUT47pfLQam
Politics and protest,Southern Man,Neil Young,1970,http://open.spotify.com/track/1JqNtFOi0K8xUpfeNHMPJz
Life and death,Satta Massagana,Abyssinians,1971,http://open.spotify.com/track/27adNyPtau6RYDGsUbXEo4
Life and death,Dream On,Aerosmith,1973,http://open.spotify.com/track/2WZbjDTXP78H9xq58cnSWF
Life and death,Fluorescent Adolescent,Arctic Monkeys,2007,http://open.spotify.com/track/1ng9LjmY5V6Wzk9HJqB9FI
Life and death,St James Infirmary Blues,Louis Armstrong,1928,http://open.spotify.com/track/7J76OkHtp3A7ufswzoXdT1
Life and death,What a Wonderful World,Louis Armstrong,1968,http://open.spotify.com/track/2ZeRwblv2s82MQKvLoEzeV
Life and death,In My Room,The Beach Boys,1963,http://open.spotify.com/track/0sL9QSjcOMNdU829l7pNb0
Life and death,Yer Blues,The Beatles,1968,
Life and death,Yesterday,The Beatles,1965,
Life and death,Chris Bell,Look Up,1974,
Life and death,Paranoid,Black Sabbath,1970,http://open.spotify.com/track/7eWOuDHQOa6lNLLtQSMIdN
Life and death,Happiness,The Blue Nile,1996,http://open.spotify.com/track/4QNFOoqcwSW0gH9JURiPnV
Life and death,Blue Öyster Cult,(Don’t Fear) The Reaper,1976,http://open.spotify.com/track/2NL4BBBSgypHnxUKmQdYcT
Life and death,This Is a Low,Blur,1994,http://open.spotify.com/track/1aQZJlD0KtNgZBkC74mTkd
Life and death,Kooks,David Bowie,1971,http://open.spotify.com/track/4t1XVKQQxxutKSQxBU1ajq
Life and death,Never Get Old,David Bowie,2003,
Life and death,Bertie,Kate Bush,2005,http://open.spotify.com/track/1DoPTuunqTabblM4DTXBUT
Life and death,Goin’ Back,The Byrds,1968,http://open.spotify.com/track/27sI9GC4xswPEHxBDZU7lZ
Life and death,Work,John Cale and Lou Reed,1990,
Life and death,Will the Circle Be Unbroken (By and By),The Carter Family,1935,
Life and death,The Mercy Seat,Nick Cave and the Bad Seeds,1988,http://open.spotify.com/track/7i4motUtsM4VFIH5XEPJRR
Life and death,I’m On My Way to a Better Place,Chairmen of the Board,1972,
Life and death,Cher,If I Could Turn Back Time,1989,http://open.spotify.com/track/0A8HK5hV5SgywiKKrBPKDU
Life and death,C’mon Everybody,Eddie Cochran,1958,http://open.spotify.com/track/1q2JUOBJqs0ezWvf0Rkm4f
Life and death,My Favorite Things,John Coltrane Quartet,1961,http://open.spotify.com/track/5bKWHp2AY6aMtYMBVBL21F
Life and death,School’s Out,Alice Cooper,1972,http://open.spotify.com/track/1ad6vKBg5pzyM9oCQ0M9Fg
Life and death,Fisherman,The Congos,1977,http://open.spotify.com/track/00m6N23ZTNEtsg65N1WcDV
Life and death,My Three Sons,Elvis Costello and the Imposters,2008,http://open.spotify.com/track/42dcvzRNIHgvWpKhjyTOlL
Life and death,"Annie, I’m Not Your Daddy",Kid Creole and the Coconuts,1982,http://open.spotify.com/track/5paJLghWSGmEf6sY7LeYel
Life and death,King Creosote,My Favourite Girl,2005,http://open.spotify.com/track/4oBGNxAAZzpPh1FiA6BPxj
Life and death,That’ll Be the Day,The Crickets,1957,http://open.spotify.com/track/1EsziXsEVchm2bueFMIzax
Life and death,Killing an Arab,The Cure,1978,http://open.spotify.com/track/4kE10gVBAweSufT8XOcdWv
Life and death,Personal Jesus,Depeche Mode,1989,http://open.spotify.com/track/70CZdyut5PuhQWgf1lkGXX
Life and death,Fat As a Fiddle,Chris Difford,2008,
Life and death,Teen Angel,Mark Dinning,1959,
Life and death,Sunshine Superman,Donovan,1966,http://open.spotify.com/track/6HPxuDcDYHPAfyxIm796Cd
Life and death,Working in a Coal Mine,Lee Dorsey,1966,http://open.spotify.com/track/5GR1Jj5ahZtoR6WqyM5LP4
Life and death,Black Eyed Dog,Nick Drake,1986,http://open.spotify.com/track/5QU5nNPIPvNS0NtWLNfcuO
Life and death,Not On Top,Herman Düne,2005,
Life and death,Death Is Not the End,Bob Dylan,1988,
Life and death,Every Grain of Sand,Bob Dylan,1981,
Life and death,Forever Young,Bob Dylan,1974,http://open.spotify.com/track/1xOqdmOQsvP0dwZL5d46WA
Life and death,Knockin’ On Heaven’s Door,Bob Dylan,1973,http://open.spotify.com/track/0BemTX3XUeTyL8UgICqjkj
Life and death,The Lonesome Death of Hattie Carroll,Bob Dylan,1964,
Life and death,Lonelier Than This,Steve Earle,2000,
Life and death,Ebony Eyes,The Everly Brothers,1961,http://open.spotify.com/track/4eZfC3Dda1SNsNAgMxoKXN
Life and death,Summertime,Ella Fitzgerald,1959,http://open.spotify.com/track/6igoGVFPInRBwkf4YawNRu
Life and death,Regulate,Warren G and Nate Dogg,1994,http://open.spotify.com/track/5EEOjaJyWvfMglmEwf9bG3
Life and death,Save the Children,Marvin Gaye,1971,http://open.spotify.com/track/5k2Q94JSvf3gpYIibSz8I4
Life and death,"Glory Hallelujah, How They’ll Sing",Bobbie Gentry,1969,
Life and death,Mind Playing Tricks On Me,Geto Boys,1991,
Life and death,So Nice (Summer Samba),Astrud Gilberto,1966,http://open.spotify.com/track/155rAbTUh7q24pynaJsQLu
Life and death,Tired of Being Alone,Al Green,1971,
Life and death,Spirit in the Sky,Norman Greenbaum,1969,
Life and death,Workin’ Man’s Blues,Merle Haggard,1969,http://open.spotify.com/track/5TJ2aQyvZIexiWunUdKxka
Life and death,All Things Must Pass,George Harrison,1970,
Life and death,I Hear Voices,Screamin’ Jay Hawkins,1962,http://open.spotify.com/track/5kM2F1fbpN9wPhYhVOPDTv
